742	Nigritis					2014-08-01 00:00:00	2014-08-01 00:00:00
743	Makiritari					2014-08-01 00:00:00	2014-08-01 00:00:00
744	(T)					2014-08-01 00:00:00	2014-08-01 00:00:00
745	by					2014-08-01 00:00:00	2014-08-01 00:00:00
746	(M)					2014-08-01 00:00:00	2014-08-01 00:00:00
747	?					2014-08-01 00:00:00	2014-08-01 00:00:00
748	makua					2014-08-01 00:00:00	2014-08-01 00:00:00
749	Mayna Jivaro					2014-08-01 00:00:00	2014-08-01 00:00:00
750	Spansih					2014-08-01 00:00:00	2014-08-01 00:00:00
751	Mestizo Quichua/Spani					2014-08-01 00:00:00	2014-08-01 00:00:00
752	Maya Jivaro					2014-08-01 00:00:00	2014-08-01 00:00:00
753	Enga language					2014-08-01 00:00:00	2014-08-01 00:00:00
754	Huitoto					2014-08-01 00:00:00	2014-08-01 00:00:00
755	Hagen: Wankl					2014-08-01 00:00:00	2014-08-01 00:00:00
756	Shimaorais					2014-08-01 00:00:00	2014-08-01 00:00:00
757	Shibushi					2014-08-01 00:00:00	2014-08-01 00:00:00
758	Barbadian					2014-08-01 00:00:00	2014-08-01 00:00:00
759	Huambisa Jivaro					2014-08-01 00:00:00	2014-08-01 00:00:00
760	Ibo, Yoruba					2014-08-01 00:00:00	2014-08-01 00:00:00
761	W. Nakanai					2014-08-01 00:00:00	2014-08-01 00:00:00
762	Aingivimborona					2014-08-01 00:00:00	2014-08-01 00:00:00
763	Meo					2014-08-01 00:00:00	2014-08-01 00:00:00
764	Lissongo					2014-08-01 00:00:00	2014-08-01 00:00:00
765	Lissono					2014-08-01 00:00:00	2014-08-01 00:00:00
766	Huastec					2014-08-01 00:00:00	2014-08-01 00:00:00
767	Manobo					2014-08-01 00:00:00	2014-08-01 00:00:00
768	Enga					2014-08-01 00:00:00	2014-08-01 00:00:00
769	Nepalese					2014-08-01 00:00:00	2014-08-01 00:00:00
770	Pakistan					2014-08-01 00:00:00	2014-08-01 00:00:00
771	Mexican Spanish					2014-08-01 00:00:00	2014-08-01 00:00:00
772	Kashmir					2014-08-01 00:00:00	2014-08-01 00:00:00
773	Himalayan					2014-08-01 00:00:00	2014-08-01 00:00:00
774	Korea					2014-08-01 00:00:00	2014-08-01 00:00:00
775	lp					2014-08-01 00:00:00	2014-08-01 00:00:00
776	au					2014-08-01 00:00:00	2014-08-01 00:00:00
777	hw					2014-08-01 00:00:00	2014-08-01 00:00:00
778	ek					2014-08-01 00:00:00	2014-08-01 00:00:00
779	in					2014-08-01 00:00:00	2014-08-01 00:00:00
780	bu					2014-08-01 00:00:00	2014-08-01 00:00:00
781	np					2014-08-01 00:00:00	2014-08-01 00:00:00
782	tu					2014-08-01 00:00:00	2014-08-01 00:00:00
783	we					2014-08-01 00:00:00	2014-08-01 00:00:00
784	ir					2014-08-01 00:00:00	2014-08-01 00:00:00
785	fc					2014-08-01 00:00:00	2014-08-01 00:00:00
786	ec					2014-08-01 00:00:00	2014-08-01 00:00:00
787	cz					2014-08-01 00:00:00	2014-08-01 00:00:00
788	gr					2014-08-01 00:00:00	2014-08-01 00:00:00
789	ot					2014-08-01 00:00:00	2014-08-01 00:00:00
790	bl					2014-08-01 00:00:00	2014-08-01 00:00:00
791	cm					2014-08-01 00:00:00	2014-08-01 00:00:00
792	fn					2014-08-01 00:00:00	2014-08-01 00:00:00
793	kh					2014-08-01 00:00:00	2014-08-01 00:00:00
794	pe					2014-08-01 00:00:00	2014-08-01 00:00:00
795	gb					2014-08-01 00:00:00	2014-08-01 00:00:00
796	pk					2014-08-01 00:00:00	2014-08-01 00:00:00
797	Tupinambá					2014-08-01 00:00:00	2014-08-01 00:00:00
798	Quechua II-B					2014-08-01 00:00:00	2014-08-01 00:00:00
799	ft					2014-08-01 00:00:00	2014-08-01 00:00:00
800	pu					2014-08-01 00:00:00	2014-08-01 00:00:00
801	kp					2014-08-01 00:00:00	2014-08-01 00:00:00
802	gi					2014-08-01 00:00:00	2014-08-01 00:00:00
803	mv					2014-08-01 00:00:00	2014-08-01 00:00:00
804	tv					2014-08-01 00:00:00	2014-08-01 00:00:00
805	pp					2014-08-01 00:00:00	2014-08-01 00:00:00
806	Karo					2014-08-01 00:00:00	2014-08-01 00:00:00
807	Malawi					2014-08-01 00:00:00	2014-08-01 00:00:00
808	Malaita					2014-08-01 00:00:00	2014-08-01 00:00:00
809	Bintulu					2014-08-01 00:00:00	2014-08-01 00:00:00
810	Papuan					2014-08-01 00:00:00	2014-08-01 00:00:00
811	Kirangi					2014-08-01 00:00:00	2014-08-01 00:00:00
812	NC French					2014-08-01 00:00:00	2014-08-01 00:00:00
813	Kumaon					2014-08-01 00:00:00	2014-08-01 00:00:00
814	Himachal					2014-08-01 00:00:00	2014-08-01 00:00:00
815	Potuguese					2014-08-01 00:00:00	2014-08-01 00:00:00
816	Arabian					2014-08-01 00:00:00	2014-08-01 00:00:00
817	Tuareg					2014-08-01 00:00:00	2014-08-01 00:00:00
818	Kenyah					2014-08-01 00:00:00	2014-08-01 00:00:00
819	Murut					2014-08-01 00:00:00	2014-08-01 00:00:00
820	Maluku					2014-08-01 00:00:00	2014-08-01 00:00:00
821	il					2014-08-01 00:00:00	2014-08-01 00:00:00
822	jp					2014-08-01 00:00:00	2014-08-01 00:00:00
823	ma					2014-08-01 00:00:00	2014-08-01 00:00:00
824	er					2014-08-01 00:00:00	2014-08-01 00:00:00
825	iq					2014-08-01 00:00:00	2014-08-01 00:00:00
